どうきあいもとむ	同気相求む	名詞
ひくれてみちとおし	日暮れて途遠し	名詞
やぶのそとでもわかたけそだつ	藪の外でも若竹育つ	名詞
ねこをころせばななだいたたる	猫を殺せば七代祟る	名詞
しゅうかんはだいにのてんせいなり	習慣は第二の天性なり	名詞
すがたはつくりもの	姿は作り物	名詞
きょうのひとはり、あすのとはり	今日の一針、明日の十針	名詞
とうだいもとくらし	灯台下暗し	名詞
てきにしおをおくる	敵に塩を送る	名詞
ちでちをあらう	血で血を洗う	名詞
みるときくとはおおちがい	見ると聞くとは大違い	名詞
とりなきさとのこうもり	鳥なき里の蝙蝠	名詞
みみをおおうてかねをぬすむ	耳を掩うて鐘を盗む	名詞
いあってたけからず	威あって猛からず	名詞
すえぜんくわぬはおとこのはじ	据え膳食わぬは男の恥	名詞
のこりものにふくがある	残り物に福がある	名詞
うしにひかれてぜんこうじまいり	牛に引かれて善光寺詣り	名詞
うしろがみをひかれる	後ろ髪を引かれる	名詞
なはたいをあらわす	名は体を表す	名詞
うそもほうべん	嘘も方便	名詞
あいてのないけんかはできない	相手の無い喧嘩はできない	名詞
おににかなぼう	鬼に金棒	名詞
あしもとのあかるいうち	足下の明るいうち	名詞
せいあはもってうみをかたるべからず	井蛙は以って海を語る可からず	名詞
わざわいひとりゆかず	禍独り行かず	名詞
へたのかんがえやすむににたり	下手の考え休むに似たり	名詞
わからぬはなつのひよりとひとごころ	分からぬは夏の日和と人心	名詞
めひきそでひき	目引き袖引き	名詞
ねこもまたいでとおる	猫も跨いで通る	名詞
ばじとうふう	馬耳東風	名詞
ほらがとうげをきめこむ	洞が峠をきめこむ	名詞
たたけばほこりがでる	叩けば埃が出る	名詞
じゅうよくごうをせいす	柔よく剛を制す	名詞
おとこごころとあきのそら	男心と秋の空	名詞
もんぜんのこぞうならわぬきょうをよむ	門前の小僧習わぬ経を読む	名詞
きゅうそねこをかむ	窮鼠猫を噛む	名詞
さおだけでほしをうつ	竿竹で星を打つ	名詞
あきないはきっそう	商いは吉相	名詞
たおれてのちやむ	斃れて後已む	名詞
みなとぐちでなんせん	港口で難船	名詞
うしはうしづれうまはうまづれ	牛は牛づれ馬は馬づれ	名詞
はくしゃをかける	拍車をかける	名詞
こうとうむけい	荒唐無稽	名詞
おんなはよわしされどはははつよし	女は弱しされど母は強し	名詞
こえなきにきき、かたちなきにみる	声無きに聴き、形無きに視る	名詞
ゆめはさかゆめ	夢は逆夢	名詞
さくしさくにおぼれる	策士策に溺れる	名詞
てにあせをにぎる	手に汗を握る	名詞
ぬすびとがぬすびとにぬすまれる	盗人が盗人に盗まれる	名詞
おんなのあしだあにてつくれるふえにはあきのしかよる	女の足駄にて作れる笛には秋の鹿寄る	名詞
てのないしょうぎはまけしょうぎ	手のない将棋は負け将棋	名詞
あさめしまえのおちゃづけ	朝飯前のお茶漬け	名詞
そじょうのうお	俎上の魚	名詞
めからはなへぬける	目から鼻へ抜ける	名詞
えんぶ	偃武	名詞
えだをきってねをからす	枝を伐って根を枯らす	名詞
えいがあればかならずしょうすいあり	栄華あれば必ず憔悴あり	名詞
りょうざんぱく	梁山泊	名詞
ほとけつくってたましいいれず	仏作って魂入れず	名詞
まゆにつばをつける	眉に唾をつける	名詞
いちじゅのかげいちがのながれもたしょうのえん	一樹の陰一河の流れも他生の縁	名詞
ばかとはさみはつかいよう	馬鹿と鋏は使いよう	名詞
ぶたにしんじゅ	豚に真珠	名詞
ろんにまけてもじつにかて	論に負けても実に勝て	名詞
きんかいちじつのえい	槿花一日の栄	名詞
わざわいをてんじてふくとなす	禍を転じて福となす	名詞
みずをうったよう	水を打ったよう	名詞
くちとさいふはしめるがとく	口と財布は締めるが得	名詞
うじなくしてたまのこし	氏無くして玉の輿	名詞
こういってん	紅一点	名詞
わらせんぼんあってもはしらにはならぬ	藁千本あっても柱にはならぬ	名詞
こうしもときにあわず	孔子も時に会わず	名詞
せきあくのいえにはかならずよおうあり	積悪の家には必ず余殃あり	名詞
