りがひになる	理が非になる	名詞
つりあわぬはふえんのもと	釣り合わぬは不縁の基	名詞
あやまちてあらためざるこれをあやまちという	過ちて改めざる是を過ちと謂う	名詞
わがこにはめがない	我が子には目が無い	名詞
わがすきをひとにふるまう	我が好きを人に振舞う	名詞
のなかのひとりうたい	野中の独り謡	名詞
おおかみにころも	狼に衣	名詞
つめのあかをせんじてのむ	爪の垢を煎じて飲む	名詞
せいだくあわせのむ	清濁併せ呑む	名詞
たのむきのもとにあめもる	頼む木の下に雨漏る	名詞
やせうしもかずたかれ	痩せ牛も数たかれ	名詞
けんばのろう	犬馬の労	名詞
はなげをのばす	鼻毛を伸ばす	名詞
いちふじにたかさんなすび	一富士二鷹三茄子	名詞
けいがいにせっす	謦咳に接す	名詞
まよわんよりはとえ	迷わんよりは問え	名詞
あきないはかずでこなせ	商いは数でこなせ	名詞
うえにはうえがある	上には上がある	名詞
かんぽうのまじわり	管鮑の交わり	名詞
えがたきはとき、あいがたきはとも	得難きは時、会い難きは友	名詞
てんたかくうまこゆ	天高く馬肥ゆ	名詞
すりこぎでじゅうばこあらう	擂り粉木で重箱洗う	名詞
らくはいちにちくはいちねん	楽は一日苦は一年	名詞
りょうてにはな	両手に花	名詞
つみをにくんでひとをにくまず	罪を憎んで人を憎まず	名詞
ねたこをおこす	寝た子を起こす	名詞
ほとけもむかしはぼんぷなり	仏も昔は凡夫なり	名詞
ちはみずよりもこし	血は水よりも濃し	名詞
そんせぬひとにもうけなし	損せぬ人に儲けなし	名詞
ふんべつすぐればぐにかえる	分別過ぐれば愚に返る	名詞
えんじゃくいずくんぞこうこくのこころざしをしらんや	燕雀安んぞ鴻鵠の志を知らんや	名詞
たたかれたよるはねやすい	叩かれた夜は寝やすい	名詞
あすはあす、きょうはきょう	明日は明日、今日は今日	名詞
にょうぼうとたたみはあたらしいほうがよい	女房と畳は新しいほうがよい	名詞
あえててんかのさきとならず	敢えて天下の先とならず	名詞
あやまちをおぎないおちたるをひろう	過ちを補い遺ちたるを拾う	名詞
はほろびてしたそんす	歯亡びて舌存す	名詞
おやおもうこころにまさるおやごころ	親思う心に勝る親心	名詞
えんかのこしつ	煙霞の痼疾	名詞
いぬのとおぼえ	犬の遠吠え	名詞
えんりょはぶさた	遠慮は無沙汰	名詞
とおでしんどう	十で神童 十五で才子 二十過ぎれば只の人	名詞
ゆうれいのしょうたいみたりかれおばな	幽霊の正体見たり枯れ尾花	名詞
ひっぷつみなしたまをいだいてつみあり	匹夫罪なし璧を懐いて罪あり	名詞
しょうをすててだいにつく	小を捨てて大につく	名詞
あさせにあだなみ	浅瀬に仇浪	名詞
りゅうはいっすんにしてしょうてんのきあり	竜は一寸にして昇天の気あり	名詞
ねんにはねんをいれよ	念には念を入れよ	名詞
いっきかせい	一気呵成	名詞
みぬがはな	見ぬが花	名詞
はちのすをつついたよう	蜂の巣をつついたよう	名詞
ことじににかわす	琴柱に膠す	名詞
あかるけりゃつきよだとおもう	明るけりゃ月夜だと思う	名詞
きはいちにちにしてせんりなるも、どばもじゅうがすればこれにおよぶ	驥は一日にして千里なるも、駑馬も十駕すれば之に及ぶ	名詞
あのよせんにちこのよいちにち	あの世千日この世一日	名詞
さけかってしりきられる	酒買って尻切られる	名詞
あたまおさえりゃしりゃあがる	頭押さえりゃ尻ゃ上がる	名詞
かわいいこにはたびをさせよ	可愛い子には旅をさせよ	名詞
ふざんのゆめ	巫山の夢	名詞
めしをくってすぐよこになるとうしになる	めしを食ってすぐ横になると牛になる	名詞
うみにせんねんかわにせんねん	海に千年河に千年	名詞
いっしょうはかぜしだい	一生は風次第	名詞
かんぱつをいれず	間髪を容れず	名詞
あきあれはんさく	秋荒れ半作	名詞
ねこのてもかりたい	猫の手も借りたい	名詞
すもうにかってしょうぶにまける	相撲に勝って勝負に負ける	名詞
かいよりはじめよ	隗より始めよ	名詞
いいがちこうみょう	言い勝ち功名	名詞
みこしをあげる	御輿を上げる	名詞
うまれたあとのはやめぐすり	生まれた後の早め薬	名詞
したしきなかにれいぎあり	親しき仲に礼儀あり	名詞
みずのあわ	水の泡	名詞
しげんはみみにさからう	至言は耳に忤う	名詞
すずめのなみだ	雀の涙	名詞
やせうでにもほね	痩せ腕にも骨	名詞
うしろゆびをさされる	後ろ指を指される	名詞
たいじゅのもとにびそうなし	大樹の下に美草なし	名詞
のうがきほどくすりはきかぬ	能書きほど薬は効かぬ	名詞
よくのくまたか またさくる	欲の熊鷹 股裂くる	名詞
くらがりからうし	暗がりから牛	名詞
とうみょうでしりをあぶる	灯明で尻を焙る	名詞
こめをかぞえてかしぐ	米を数えて炊ぐ	名詞
ねこのくびにすず	猫の首に鈴	名詞
ぬかみそがくさる	糠味噌が腐る	名詞
ちょうちんにつりがね	提灯に釣り鐘	名詞
てもあしもでない	手も足も出ない	名詞
くじのたおれ	孔子の倒れ	名詞
としょのひつじ	屠所の羊	名詞
ないてばしょくをきる	泣いて馬謖を斬る	名詞
あいおおければにくしみいたる	愛多ければ憎しみ至る	名詞
てかきあれどもふみかきなし	手書きあれども文書きなし	名詞
そでのしたにまわるこはうたれぬ	袖の下に回る子は打たれぬ	名詞
おにのめにもなみだ	鬼の目にも涙	名詞
いもがしらでもかしらはかしら	芋頭でも頭は頭	名詞
いしばしをたたいてわたる	石橋を叩いて渡る	名詞
うたぬかねはならぬ	打たぬ鐘は鳴らぬ	名詞
ふうじゅのたん	風樹の歎	名詞
にのくがつげぬ	二の句が継げぬ	名詞
くものこをちらすよう	蜘蛛の子を散らすよう	名詞
だいきちはきょうにかえる	大吉は凶に還る	名詞
なくこはそだつ	泣く子は育つ	名詞
いえににょうぼうなきはひのなきろのごとし	家に女房なきは火のなき炉の如し	名詞
にそくのわらじをはく	二足の草鞋を履く	名詞
げすのあとじあん	下衆の後思案	名詞
とうろうのおの	蟷螂の斧	名詞
おくじょうおくをかす	屋上屋を架す	名詞
おおおとこそうみにちえがまわりかね	大男総身に知恵が回りかね	名詞
ころがるいしにはこけははえぬ	転がる石には苔は生えぬ	名詞
めからうろこがおちる	目から鱗が落ちる	名詞
おしうるはまなぶのなかば	教うるは学ぶの半ば	名詞
しらぬかおのはんべえ	知らぬ顔の半兵衛	名詞
ねずみがしおをひく	鼠が塩を引く	名詞
えいすいにみみをあらう	潁水に耳を洗う	名詞
かってかぶとのおをしめよ	勝って兜の緒を締めよ	名詞
とらをえがきていぬにるいす	虎を画きて狗に類す	名詞
もっけのさいわい	勿怪の幸い	名詞
つるはせんねん かめはまんねん	鶴は千年 亀は万年	名詞
りゅういんがさがる	溜飲が下がる	名詞
えんはいなものあじなもの	縁は異なもの味なもの	名詞
けいえいあいとむらう	形影相弔う	名詞
ぼんのうのいぬはおえどもさらず	煩悩の犬は追えども去らず	名詞
てんもうかいかいそにしてもらさず	天網恢恢疎にして漏らさず	名詞
ききもいちやくにじゅうほすることあたわず	騏驥も一躍に十歩すること能わず	名詞
らんせいのえいゆう	乱世の英雄	名詞
ねいげんはちゅうににたり	佞言は忠に似たり	名詞
かねのひかりはあみだほど	金の光は阿弥陀ほど	名詞
あきやのせっちん	空き家の雪隠	名詞
