ぼうがのきょう	忘我の境	名詞
ひもとく	紐解く	名詞
めんぼくだまをふみつぶす	面目玉を踏み潰す	名詞
あしたにゆうべをはからず	朝に夕べを謀らず	名詞
めがかたい	目が堅い	名詞
めんぼくがたつ	面目が立つ	名詞
えんそうこうひ	遠走高飛	名詞
おんなをこしらえる	女を拵える	名詞
ほおずきとむすめはいろづくとむしがつく	酸漿と娘は色付くと虫が付く	名詞
むだあし	無駄足	名詞
つゆのやどり	露の宿り	名詞
めをひく	目を引く	名詞
いちぼくたいかのくずるるをささうるあたわず	一木大廈の崩るるを支うる能わず	名詞
みのふりかた	身の振り方	名詞
